document_name,page_number,detection_type
F1973001.json,2,Ligne Horizontale (3+ layouts)
F1973002.json,4,Ligne Horizontale (3+ layouts)
F1973007.json,2,Deux Colonnes
F1973007.json,3,Deux Colonnes
F1973007.json,4,Ligne Horizontale (3+ layouts)
F1973007.json,6,Deux Colonnes
F1973008.json,3,Deux Colonnes
F1973011.json,3,Deux Colonnes
F1973011.json,5,Deux Colonnes
F1973012.json,3,Deux Colonnes
F1973013.json,7,Ligne Horizontale (3+ layouts)
F1973013.json,10,Ligne Horizontale (3+ layouts)
F1973013.json,14,Ligne Horizontale (3+ layouts)
F1973013.json,15,Deux Colonnes
F1973013.json,17,Ligne Horizontale (3+ layouts)
F1973013.json,24,Ligne Horizontale (3+ layouts)
F1973013.json,29,Ligne Horizontale (3+ layouts)
F1973014.json,2,Deux Colonnes
F1973021.json,3,Deux Colonnes
F1973023.json,4,Deux Colonnes
F1973026.json,10,Deux Colonnes
F1973033.json,8,Deux Colonnes
F1973033.json,9,Deux Colonnes
F1973033.json,10,Deux Colonnes
F1973036.json,2,Deux Colonnes
F1973036.json,6,Deux Colonnes
F1973037.json,4,Deux Colonnes
F1973038.json,3,Deux Colonnes
F1973039.json,6,Deux Colonnes
F1973041.json,2,Deux Colonnes
F1973041.json,4,Deux Colonnes
F1973043.json,6,Deux Colonnes
F1973046.json,5,Deux Colonnes
F1973049.json,4,Deux Colonnes
F1973049.json,5,Deux Colonnes
F1973050.json,3,Deux Colonnes
F1973050.json,5,Deux Colonnes
F1973051.json,7,Deux Colonnes
F1973052.json,5,Deux Colonnes
F1973052.json,6,Deux Colonnes
F1973057.json,2,Deux Colonnes
F1973057.json,4,Deux Colonnes
F1973057.json,9,Deux Colonnes
F1973059.json,7,Deux Colonnes
F1973059.json,11,Deux Colonnes
F1973060.json,2,Deux Colonnes
F1973065.json,2,Deux Colonnes
F1973065.json,10,Deux Colonnes
F1973065.json,12,Deux Colonnes
F1973065.json,24,Deux Colonnes
F1973065.json,32,Deux Colonnes
F1973071.json,2,Deux Colonnes
F1973074.json,3,Deux Colonnes
F1973074.json,5,Deux Colonnes
F1974002.json,5,Deux Colonnes
F1974002.json,6,Deux Colonnes
F1974005.json,6,Deux Colonnes
F1974006.json,4,Deux Colonnes
F1974007.json,2,Deux Colonnes
F1974007.json,7,Deux Colonnes
F1974020.json,6,Deux Colonnes
F1974021.json,3,Deux Colonnes
F1974022.json,2,Ligne Horizontale (3+ layouts)
F1974022.json,4,Deux Colonnes
F1974027.json,7,Deux Colonnes
F1974029.json,6,Deux Colonnes
F1974037.json,3,Deux Colonnes
F1974039.json,2,Ligne Horizontale (3+ layouts)
F1974041.json,6,Deux Colonnes
F1974045.json,10,Deux Colonnes
F1974056.json,4,Deux Colonnes
F1974065.json,4,Deux Colonnes
F1974067.json,6,Deux Colonnes
F1974073.json,5,Deux Colonnes
F1974086.json,5,Deux Colonnes
F1974087.json,6,Deux Colonnes
F1974089.json,3,Deux Colonnes
F1974089.json,4,Deux Colonnes
F1974089.json,5,Deux Colonnes
F1974090.json,4,Deux Colonnes
F1974090.json,6,Ligne Horizontale (3+ layouts)
F1974095.json,4,Deux Colonnes
F1974095.json,7,Deux Colonnes
F1974101.json,2,Ligne Horizontale (3+ layouts)
F1975003.json,9,Deux Colonnes
F1975008.json,10,Deux Colonnes
F1975009.json,2,Deux Colonnes
F1975011.json,2,Deux Colonnes
F1975015.json,7,Ligne Horizontale (3+ layouts)
F1975017.json,2,Deux Colonnes
F1975025.json,7,Deux Colonnes
F1975027.json,8,Deux Colonnes
F1975029.json,2,Deux Colonnes
F1975030.json,6,Deux Colonnes
F1975034.json,2,Deux Colonnes
F1975044.json,10,Deux Colonnes
F1975045.json,3,Deux Colonnes
F1975046.json,7,Deux Colonnes
F1975047.json,5,Deux Colonnes
F1975048.json,6,Deux Colonnes
F1975056.json,2,Deux Colonnes
F1975056.json,4,Deux Colonnes
F1975064.json,4,Deux Colonnes
F1975068.json,3,Deux Colonnes
F1975070.json,5,Deux Colonnes
F1975077.json,2,Deux Colonnes
F1975082.json,3,Deux Colonnes
F1975085.json,2,Deux Colonnes
F1975085.json,3,Deux Colonnes
F1975085.json,4,Deux Colonnes
F1975086.json,2,Deux Colonnes
F1975087.json,3,Deux Colonnes
F1975088.json,4,Deux Colonnes
F1975089.json,4,Deux Colonnes
F1975090.json,5,Ligne Horizontale (3+ layouts)
F1975094.json,2,Deux Colonnes
F1975097.json,1,Ligne Horizontale (3+ layouts)
F1975097.json,2,Ligne Horizontale (3+ layouts)
F1975101.json,53,Deux Colonnes
F1975103.json,6,Deux Colonnes
F1975103.json,7,Ligne Horizontale (3+ layouts)
F1976009.json,5,Deux Colonnes
F1976017.json,6,Deux Colonnes
F1976020.json,10,Deux Colonnes
F1976027.json,4,Deux Colonnes
F1976029.json,12,Deux Colonnes
F1976031.json,5,Deux Colonnes
F1976037.json,4,Deux Colonnes
F1976037.json,5,Deux Colonnes
F1976038.json,7,Deux Colonnes
F1976041.json,7,Deux Colonnes
F1976042.json,6,Deux Colonnes
F1976042.json,7,Deux Colonnes
F1976045.json,4,Ligne Horizontale (3+ layouts)
F1976047.json,3,Deux Colonnes
F1976049.json,9,Deux Colonnes
F1976050.json,6,Deux Colonnes
F1976051.json,3,Deux Colonnes
F1976053.json,4,Deux Colonnes
F1976056.json,6,Deux Colonnes
F1976056.json,7,Deux Colonnes
F1976062.json,2,Deux Colonnes
F1976063.json,7,Deux Colonnes
F1976065.json,5,Deux Colonnes
F1976065.json,6,Deux Colonnes
F1976066.json,5,Ligne Horizontale (3+ layouts)
F1976066.json,6,Ligne Horizontale (3+ layouts)
F1976067.json,2,Deux Colonnes
F1976071.json,2,Ligne Horizontale (3+ layouts)
F1976073.json,3,Deux Colonnes
F1976075.json,3,Ligne Horizontale (3+ layouts)
F1976076.json,3,Deux Colonnes
F1976082.json,2,Deux Colonnes
F1976088.json,7,Deux Colonnes
F1976092.json,4,Ligne Horizontale (3+ layouts)
F1976092.json,5,Ligne Horizontale (3+ layouts)
F1976093.json,2,Deux Colonnes
F1976097.json,2,Deux Colonnes
F1976102.json,15,Deux Colonnes
F1976102.json,58,Ligne Horizontale (3+ layouts)
F1976105.json,4,Deux Colonnes
F1976105.json,9,Deux Colonnes
F1976105.json,10,Deux Colonnes
F1976105.json,22,Deux Colonnes
F1976105.json,26,Deux Colonnes
F1976105.json,34,Deux Colonnes
F1976105.json,37,Deux Colonnes
F1976105.json,42,Deux Colonnes
F1976105.json,44,Deux Colonnes
F1977006.json,2,Deux Colonnes
F1977006.json,9,Deux Colonnes
F1977007.json,2,Deux Colonnes
F1977010.json,6,Deux Colonnes
F1977013.json,7,Deux Colonnes
F1977014.json,3,Deux Colonnes
F1977015.json,2,Ligne Horizontale (3+ layouts)
F1977020.json,3,Deux Colonnes
F1977021.json,2,Deux Colonnes
F1977022.json,4,Deux Colonnes
F1977024.json,5,Ligne Horizontale (3+ layouts)
F1977026.json,7,Deux Colonnes
F1977028.json,10,Deux Colonnes
F1977028.json,20,Deux Colonnes
F1977031.json,2,Deux Colonnes
F1977032.json,3,Deux Colonnes
F1977033.json,7,Deux Colonnes
F1977034.json,5,Deux Colonnes
F1977036.json,23,Ligne Horizontale (3+ layouts)
F1977040.json,3,Deux Colonnes
F1977045.json,4,Ligne Horizontale (3+ layouts)
F1977045.json,5,Ligne Horizontale (3+ layouts)
F1977046.json,7,Deux Colonnes
F1977049.json,5,Deux Colonnes
F1977052.json,3,Deux Colonnes
F1977054.json,6,Deux Colonnes
F1977055.json,2,Deux Colonnes
F1977055.json,6,Deux Colonnes
F1977056.json,6,Deux Colonnes
F1977061.json,2,Ligne Horizontale (3+ layouts)
F1977061.json,3,Ligne Horizontale (3+ layouts)
F1977068.json,2,Ligne Horizontale (3+ layouts)
F1977068.json,3,Ligne Horizontale (3+ layouts)
F1977068.json,4,Ligne Horizontale (3+ layouts)
F1977070.json,10,Deux Colonnes
F1977071.json,3,Deux Colonnes
F1977073.json,7,Deux Colonnes
F1977077.json,2,Deux Colonnes
F1977080.json,9,Deux Colonnes
F1977082.json,11,Deux Colonnes
F1977082.json,13,Deux Colonnes
F1977082.json,19,Deux Colonnes
F1977083.json,5,Deux Colonnes
F1978001.json,5,Ligne Horizontale (3+ layouts)
F1978001.json,10,Deux Colonnes
F1978001.json,18,Deux Colonnes
F1978002.json,3,Deux Colonnes
F1978002.json,9,Deux Colonnes
F1978003.json,3,Deux Colonnes
F1978003.json,4,Deux Colonnes
F1978005.json,1,Ligne Horizontale (3+ layouts)
F1978005.json,12,Deux Colonnes
F1978006.json,19,Deux Colonnes
F1978007.json,9,Deux Colonnes
F1978008.json,2,Deux Colonnes
F1978008.json,7,Deux Colonnes
F1978010.json,4,Deux Colonnes
F1978011.json,4,Deux Colonnes
F1978012.json,3,Deux Colonnes
F1978014.json,2,Deux Colonnes
F1978020.json,2,Deux Colonnes
F1978022.json,9,Deux Colonnes
F1978023.json,2,Ligne Horizontale (3+ layouts)
F1978023.json,3,Ligne Horizontale (3+ layouts)
F1978023.json,4,Deux Colonnes
F1978024.json,13,Deux Colonnes
F1978025.json,15,Deux Colonnes
F1978028.json,5,Deux Colonnes
F1978029.json,6,Deux Colonnes
F1978031.json,7,Deux Colonnes
F1978031.json,14,Deux Colonnes
F1978031.json,19,Deux Colonnes
F1978033.json,4,Deux Colonnes
F1978035.json,3,Deux Colonnes
F1978035.json,6,Deux Colonnes
F1978035.json,10,Deux Colonnes
F1978036.json,6,Deux Colonnes
F1978037.json,13,Deux Colonnes
F1978039.json,22,Deux Colonnes
F1978040.json,3,Deux Colonnes
F1978040.json,11,Deux Colonnes
F1978042.json,6,Deux Colonnes
F1978042.json,8,Deux Colonnes
F1978042.json,9,Ligne Horizontale (3+ layouts)
F1978043.json,13,Deux Colonnes
F1978044.json,10,Deux Colonnes
F1978046.json,16,Deux Colonnes
F1978047.json,5,Deux Colonnes
F1978047.json,7,Deux Colonnes
F1978049.json,3,Deux Colonnes
F1978049.json,4,Deux Colonnes
F1978051.json,9,Ligne Horizontale (3+ layouts)
F1979001.json,13,Ligne Horizontale (3+ layouts)
F1979003.json,10,Deux Colonnes
F1979006.json,3,Deux Colonnes
F1979006.json,8,Deux Colonnes
F1979006.json,19,Deux Colonnes
F1979013.json,8,Deux Colonnes
F1979013.json,9,Deux Colonnes
F1979015.json,5,Deux Colonnes
F1979015.json,6,Deux Colonnes
F1979015.json,7,Ligne Horizontale (3+ layouts)
F1979015.json,18,Deux Colonnes
F1979015.json,21,Deux Colonnes
F1979016.json,3,Deux Colonnes
F1979017.json,8,Deux Colonnes
F1979017.json,23,Deux Colonnes
F1979018.json,4,Deux Colonnes
F1979018.json,10,Deux Colonnes
F1979019.json,10,Deux Colonnes
F1979020.json,11,Deux Colonnes
F1979021.json,7,Deux Colonnes
F1979021.json,8,Deux Colonnes
F1979022.json,4,Deux Colonnes
F1979022.json,6,Deux Colonnes
F1979023.json,2,Deux Colonnes
F1979023.json,3,Deux Colonnes
F1979025.json,3,Deux Colonnes
F1979025.json,4,Deux Colonnes
F1979025.json,12,Deux Colonnes
F1979026.json,3,Deux Colonnes
F1979026.json,7,Ligne Horizontale (3+ layouts)
F1979026.json,8,Ligne Horizontale (3+ layouts)
F1979026.json,9,Ligne Horizontale (3+ layouts)
F1979026.json,11,Deux Colonnes
F1979027.json,11,Deux Colonnes
F1979032.json,3,Deux Colonnes
F1979034.json,16,Deux Colonnes
F1979034.json,17,Deux Colonnes
F1979036.json,6,Deux Colonnes
F1979036.json,8,Deux Colonnes
F1979037.json,6,Deux Colonnes
F1979039.json,5,Deux Colonnes
F1979041.json,9,Deux Colonnes
F1979042.json,2,Deux Colonnes
F1979046.json,15,Deux Colonnes
F1979048.json,3,Deux Colonnes
F1979048.json,4,Deux Colonnes
F1979048.json,5,Deux Colonnes
F1979048.json,7,Deux Colonnes
F1979049.json,2,Deux Colonnes
F1979050.json,4,Deux Colonnes
F1979050.json,10,Deux Colonnes
F1979050.json,12,Deux Colonnes
F1979051.json,9,Deux Colonnes
F1979051.json,11,Ligne Horizontale (3+ layouts)
F1979051.json,12,Ligne Horizontale (3+ layouts)
F1979051.json,13,Ligne Horizontale (3+ layouts)
F1979051.json,14,Ligne Horizontale (3+ layouts)
F1979051.json,15,Ligne Horizontale (3+ layouts)
F1979051.json,16,Ligne Horizontale (3+ layouts)
F1979051.json,19,Ligne Horizontale (3+ layouts)
F1979052.json,12,Deux Colonnes
F1979053.json,14,Deux Colonnes
F1979053.json,17,Deux Colonnes
F1980002.json,12,Deux Colonnes
F1980003.json,7,Deux Colonnes
F1980004.json,3,Deux Colonnes
F1980004.json,4,Deux Colonnes
F1980006.json,13,Deux Colonnes
F1980006.json,17,Deux Colonnes
F1980007.json,10,Deux Colonnes
F1980007.json,11,Deux Colonnes
F1980011.json,15,Deux Colonnes
F1980014.json,3,Deux Colonnes
F1980014.json,18,Deux Colonnes
F1980014.json,19,Deux Colonnes
F1980014.json,32,Deux Colonnes
F1980015.json,19,Deux Colonnes
F1980016.json,26,Deux Colonnes
F1980018.json,2,Deux Colonnes
F1980021.json,10,Deux Colonnes
F1980021.json,21,Deux Colonnes
F1980021.json,28,Deux Colonnes
F1980021.json,32,Deux Colonnes
F1980022.json,5,Deux Colonnes
F1980022.json,31,Deux Colonnes
F1980022.json,40,Deux Colonnes
F1980023.json,6,Deux Colonnes
F1980023.json,12,Deux Colonnes
F1980023.json,22,Deux Colonnes
F1980025.json,14,Deux Colonnes
F1980026.json,23,Deux Colonnes
F1980026.json,24,Deux Colonnes
F1980028.json,18,Deux Colonnes
F1980031.json,13,Deux Colonnes
F1980035.json,13,Deux Colonnes
F1980040.json,8,Ligne Horizontale (3+ layouts)
F1980041.json,4,Ligne Horizontale (3+ layouts)
F1980041.json,5,Ligne Horizontale (3+ layouts)
F1980041.json,6,Deux Colonnes
F1980041.json,27,Deux Colonnes
F1980044.json,15,Ligne Horizontale (3+ layouts)
F1980045.json,4,Deux Colonnes
F1980046.json,16,Deux Colonnes
F1980047.json,3,Deux Colonnes
F1980047.json,4,Deux Colonnes
F1980050.json,3,Deux Colonnes
F1980050.json,5,Deux Colonnes
F1980050.json,7,Deux Colonnes
F1980050.json,14,Deux Colonnes
F1980050.json,15,Deux Colonnes
F1980052.json,2,Deux Colonnes
F1980052.json,7,Deux Colonnes
F1980053.json,5,Deux Colonnes
F1980053.json,6,Deux Colonnes
F1980053.json,12,Deux Colonnes
F1980053.json,13,Deux Colonnes
F1981002.json,3,Deux Colonnes
F1981004.json,6,Deux Colonnes
F1981004.json,8,Deux Colonnes
F1981005.json,3,Deux Colonnes
F1981007.json,15,Deux Colonnes
F1981012.json,8,Deux Colonnes
F1981012.json,9,Deux Colonnes
F1981013.json,13,Deux Colonnes
F1981013.json,22,Deux Colonnes
F1981014.json,5,Deux Colonnes
F1981014.json,18,Deux Colonnes
F1981018.json,5,Deux Colonnes
F1981018.json,36,Deux Colonnes
F1981019.json,18,Deux Colonnes
F1981020.json,14,Deux Colonnes
F1981022.json,16,Deux Colonnes
F1981023.json,10,Deux Colonnes
F1981024.json,6,Deux Colonnes
F1981024.json,8,Deux Colonnes
F1981025.json,7,Deux Colonnes
F1981025.json,16,Deux Colonnes
F1981027.json,4,Deux Colonnes
F1981028.json,21,Deux Colonnes
F1981030.json,20,Deux Colonnes
F1981031.json,11,Deux Colonnes
F1981031.json,25,Deux Colonnes
F1981032.json,8,Deux Colonnes
F1981032.json,9,Deux Colonnes
F1981033.json,5,Deux Colonnes
F1981036.json,14,Deux Colonnes
F1981037.json,6,Deux Colonnes
F1981037.json,7,Deux Colonnes
F1981038.json,4,Deux Colonnes
F1981038.json,7,Deux Colonnes
F1981038.json,23,Deux Colonnes
F1981039.json,10,Deux Colonnes
F1981040.json,9,Deux Colonnes
F1981041.json,13,Deux Colonnes
F1981042.json,13,Deux Colonnes
F1981043.json,12,Deux Colonnes
F1981043.json,15,Deux Colonnes
F1981047.json,10,Deux Colonnes
F1981047.json,17,Deux Colonnes
F1981050.json,3,Deux Colonnes
F1981051.json,26,Deux Colonnes
F1981052.json,3,Deux Colonnes
F1981052.json,8,Deux Colonnes
F1981052.json,17,Deux Colonnes
F1981052.json,48,Deux Colonnes
F1982002.json,8,Deux Colonnes
F1982004.json,5,Deux Colonnes
F1982004.json,12,Deux Colonnes
F1982004.json,22,Deux Colonnes
F1982004.json,30,Deux Colonnes
F1982005.json,7,Deux Colonnes
F1982005.json,16,Deux Colonnes
F1982005.json,17,Deux Colonnes
F1982006.json,29,Deux Colonnes
F1982006.json,30,Deux Colonnes
F1982006.json,39,Deux Colonnes
F1982011.json,32,Deux Colonnes
F1982011.json,33,Deux Colonnes
F1982013.json,20,Deux Colonnes
F1982015.json,11,Deux Colonnes
F1982016.json,11,Deux Colonnes
F1982017.json,35,Deux Colonnes
F1982018.json,6,Ligne Horizontale (3+ layouts)
F1982018.json,7,Ligne Horizontale (3+ layouts)
F1982018.json,15,Deux Colonnes
F1982018.json,43,Deux Colonnes
F1982019.json,28,Deux Colonnes
F1982020.json,7,Deux Colonnes
F1982020.json,19,Deux Colonnes
F1982020.json,22,Deux Colonnes
F1982025.json,6,Deux Colonnes
F1982026.json,28,Deux Colonnes
F1982026.json,30,Deux Colonnes
F1982027.json,9,Deux Colonnes
F1982031.json,5,Deux Colonnes
F1982031.json,7,Deux Colonnes
F1982031.json,8,Deux Colonnes
F1982031.json,14,Deux Colonnes
F1982032.json,6,Deux Colonnes
F1982033.json,46,Deux Colonnes
F1982035.json,19,Deux Colonnes
F1982037.json,2,Deux Colonnes
F1982039.json,3,Deux Colonnes
F1982039.json,18,Deux Colonnes
F1982040.json,2,Deux Colonnes
F1982045.json,19,Deux Colonnes
F1982046.json,5,Deux Colonnes
F1982046.json,37,Deux Colonnes
F1982047.json,7,Deux Colonnes
F1982048.json,9,Deux Colonnes
F1982050.json,57,Deux Colonnes
F1982050.json,58,Deux Colonnes
F1982050.json,61,Deux Colonnes
F1982052.json,11,Ligne Horizontale (3+ layouts)
F1982052.json,11,Layouts Imbriqués
F1982052.json,12,Ligne Horizontale (3+ layouts)
F1982052.json,13,Layouts Imbriqués
F1982052.json,19,Ligne Horizontale (3+ layouts)
F1982052.json,33,Deux Colonnes
F1982053.json,57,Deux Colonnes
F1982053.json,58,Deux Colonnes
F1982053.json,59,Ligne Horizontale (3+ layouts)
F1982054.json,19,Deux Colonnes
F1982055.json,19,Deux Colonnes
F1982055.json,43,Deux Colonnes
F1983002.json,45,Deux Colonnes
F1983003.json,6,Deux Colonnes
F1983004.json,40,Deux Colonnes
F1983005.json,5,Deux Colonnes
F1983005.json,34,Deux Colonnes
F1983006.json,38,Deux Colonnes
F1983007.json,11,Deux Colonnes
F1983007.json,20,Deux Colonnes
F1983009.json,9,Deux Colonnes
F1983010.json,38,Deux Colonnes
F1983010.json,45,Deux Colonnes
F1983012.json,10,Deux Colonnes
F1983012.json,22,Deux Colonnes
F1983013.json,9,Deux Colonnes
F1983013.json,21,Deux Colonnes
F1983013.json,25,Deux Colonnes
F1983017.json,37,Deux Colonnes
F1983019.json,35,Deux Colonnes
F1983019.json,53,Deux Colonnes
F1983021.json,36,Deux Colonnes
F1983023.json,5,Deux Colonnes
F1983024.json,16,Deux Colonnes
F1983024.json,19,Deux Colonnes
F1983024.json,40,Deux Colonnes
F1983025.json,19,Deux Colonnes
F1983025.json,28,Deux Colonnes
F1983026.json,15,Deux Colonnes
F1983026.json,21,Deux Colonnes
F1983026.json,22,Deux Colonnes
F1983026.json,23,Deux Colonnes
F1983027.json,3,Ligne Horizontale (3+ layouts)
F1983035.json,39,Deux Colonnes
F1983036.json,33,Deux Colonnes
F1983036.json,39,Deux Colonnes
F1983040.json,21,Deux Colonnes
F1983040.json,25,Deux Colonnes
F1983040.json,33,Deux Colonnes
F1983040.json,39,Deux Colonnes
F1983041.json,17,Deux Colonnes
F1983041.json,19,Deux Colonnes
F1983041.json,36,Deux Colonnes
F1983041.json,38,Deux Colonnes
F1983042.json,21,Deux Colonnes
F1983042.json,37,Deux Colonnes
F1983042.json,38,Deux Colonnes
F1983043.json,13,Deux Colonnes
F1983043.json,19,Deux Colonnes
F1983044.json,22,Deux Colonnes
F1983044.json,29,Deux Colonnes
F1983046.json,4,Deux Colonnes
F1983046.json,25,Deux Colonnes
F1983046.json,49,Deux Colonnes
F1983046.json,55,Deux Colonnes
F1983048.json,38,Deux Colonnes
F1983048.json,43,Deux Colonnes
F1983048.json,59,Deux Colonnes
F1983049.json,7,Deux Colonnes
F1983049.json,33,Deux Colonnes
F1983049.json,41,Deux Colonnes
F1983049.json,42,Deux Colonnes
F1983049.json,45,Deux Colonnes
F1983050.json,19,Deux Colonnes
F1983051.json,4,Deux Colonnes
F1983051.json,35,Deux Colonnes
F1983053.json,6,Deux Colonnes
F1983053.json,13,Deux Colonnes
F1983054.json,14,Deux Colonnes
F1983055.json,7,Deux Colonnes
F1983055.json,9,Deux Colonnes
F1983055.json,24,Deux Colonnes
F1983055.json,33,Deux Colonnes
F1983056.json,5,Deux Colonnes
F1983056.json,76,Deux Colonnes
F1983056.json,87,Deux Colonnes
F1983056.json,101,Deux Colonnes
F1984001.json,3,Deux Colonnes
F1984001.json,9,Deux Colonnes
F1984001.json,12,Deux Colonnes
F1984002.json,15,Deux Colonnes
F1984006.json,28,Deux Colonnes
F1984009.json,7,Deux Colonnes
F1984009.json,17,Deux Colonnes
F1984010.json,6,Deux Colonnes
F1984010.json,7,Deux Colonnes
F1984011.json,6,Deux Colonnes
F1984011.json,23,Deux Colonnes
F1984012.json,4,Deux Colonnes
F1984013.json,3,Deux Colonnes
F1984013.json,4,Deux Colonnes
F1984013.json,5,Deux Colonnes
F1984015.json,22,Deux Colonnes
F1984016.json,3,Deux Colonnes
F1984016.json,7,Deux Colonnes
F1984019.json,21,Deux Colonnes
F1984020.json,10,Deux Colonnes
F1984020.json,12,Deux Colonnes
F1984022.json,4,Deux Colonnes
F1984023.json,3,Deux Colonnes
F1984023.json,5,Deux Colonnes
F1984023.json,6,Deux Colonnes
F1984023.json,25,Deux Colonnes
F1984025.json,4,Deux Colonnes
F1984025.json,7,Deux Colonnes
F1984025.json,14,Deux Colonnes
F1984025.json,15,Deux Colonnes
F1984026.json,22,Deux Colonnes
F1984028.json,20,Deux Colonnes
F1984028.json,24,Deux Colonnes
F1984028.json,29,Deux Colonnes
F1984031.json,13,Deux Colonnes
F1984032.json,4,Deux Colonnes
F1984033.json,9,Deux Colonnes
F1984034.json,20,Deux Colonnes
F1984035.json,3,Deux Colonnes
F1984035.json,5,Deux Colonnes
F1984036.json,3,Deux Colonnes
F1984036.json,17,Deux Colonnes
F1984037.json,14,Deux Colonnes
F1984038.json,11,Deux Colonnes
F1984039.json,5,Deux Colonnes
F1984040.json,3,Deux Colonnes
F1984040.json,5,Deux Colonnes
F1984040.json,6,Deux Colonnes
F1984040.json,8,Deux Colonnes
F1984042.json,17,Layouts Imbriqués
F1984042.json,24,Ligne Horizontale (3+ layouts)
F1984042.json,24,Layouts Imbriqués
F1984043.json,4,Ligne Horizontale (3+ layouts)
F1984045.json,5,Deux Colonnes
F1984045.json,7,Deux Colonnes
F1984045.json,10,Deux Colonnes
F1984046.json,5,Deux Colonnes
F1984048.json,4,Deux Colonnes
F1984048.json,9,Deux Colonnes
F1984048.json,10,Deux Colonnes
F1984049.json,3,Deux Colonnes
F1984049.json,4,Deux Colonnes
F1984050.json,12,Deux Colonnes
F1984051.json,4,Deux Colonnes
F1984055.json,6,Deux Colonnes
F1984057.json,2,Deux Colonnes
F1984057.json,6,Deux Colonnes
F1984057.json,9,Deux Colonnes
F1984071.json,7,Deux Colonnes
F1984072.json,6,Deux Colonnes
F1984072.json,11,Deux Colonnes
F1985003.json,5,Deux Colonnes
F1985003.json,7,Deux Colonnes
F1985007.json,8,Deux Colonnes
F1985010.json,14,Deux Colonnes
F1985011.json,9,Deux Colonnes
F1985011.json,10,Deux Colonnes
F1985011.json,12,Deux Colonnes
F1985012.json,12,Deux Colonnes
F1985013.json,6,Deux Colonnes
F1985015.json,6,Deux Colonnes
F1985015.json,9,Deux Colonnes
F1985015.json,12,Deux Colonnes
F1985015.json,13,Deux Colonnes
F1985018.json,21,Deux Colonnes
F1985020.json,11,Deux Colonnes
